wealth,age,education,socioeconomic
0,42,12,-13973
0,44,12,-21392
0,28,10,-20300
0,30,10,-29592
0,32,10,-22093
0,34,10,-29908
0,36,11,-27832
0,42,11,4788
0,45,11,-44076
0,26,11,-16853
0,36,11,-35338
0,37,11,-34017
0,22,11,-15053
0,24,11,-22135
0,40,11,-11904
0,50,13,-61202
0,54,15,8199
0,39,12,1820
0,42,12,-17722
0,49,12,-22785
0,51,12,-23099
0,52,12,-18168
0,45,14,-16189
0,21,12,4724
0,23,11,-33052
0,25,12,-21023
0,33,11,-14888
0,31,14,-22098
0,21,12,-25962
0,25,11,-15914
0,43,11,-10746
0,47,11,-20899
0,49,11,-2184
0,51,13,-11763
0,59,13,-14805
0,71,12,-2303
0,73,12,55588
0,35,13,-7699
0,41,14,32489
0,41,12,-23401
0,42,12,-2975
0,25,12,-16545
0,39,14,6913
0,43,14,7546
0,45,14,2594
0,47,12,-8476
0,51,12,6611
0,42,13,-6586
0,44,16,-14074
0,52,11,-11684
0,54,11,-9371
0,56,11,-3616
0,58,11,-10774
0,62,11,-9905
0,64,11,-10171
0,68,10,-13044
0,72,10,-1567
0,76,10,-12605
0,78,10,-20950
0,28,12,-19306
0,29,12,-20454
0,32,12,-20061
0,33,12,-19276
0,36,12,-20186
0,40,12,-14108
0,42,12,-16316
0,20,11,-21447
0,22,11,11188
0,24,11,-38423
0,26,11,-28052
0,28,11,-18623
0,34,12,-23710
0,36,12,-13111
0,19,12,-11403
0,45,12,-422
0,31,12,1186
0,24,12,-27342
0,45,12,-14778
0,61,12,-12735
0,25,10,-27728
0,24,11,-27830
0,26,14,-13673
0,22,15,20213
0,26,15,6632
0,39,11,-42630
0,41,11,-50610
0,43,11,-22066
0,45,11,-17030
0,47,11,-17981
0,42,10,-5577
0,39,14,-7078
0,33,12,-6586
0,56,17,-8273
0,26,11,-17750
0,27,11,-19053
0,31,11,-19986
0,33,11,-21598
0,35,11,-22285
0,37,11,-21799
0,39,11,-23054
0,42,11,71011
0,30,9,-15804
0,19,10,-19853
0,21,10,-32020
0,23,10,-14614
0,49,14,-6852
0,45,10,-4660
0,51,10,3014
0,53,11,-2548
0,42,11,-28136
0,44,11,-30994
0,46,11,-24446
0,48,11,-24498
0,50,12,-20098
0,52,12,-20585
0,54,12,-22559
0,38,10,-13561
0,42,12,-7076
0,50,12,-5967
0,29,17,63912
0,19,11,-31120
0,22,10,30176
0,24,10,8832
0,54,9,-5279
0,49,12,-2371
0,53,11,-11162
0,55,11,1282
0,39,11,-25119
0,41,11,-29414
0,43,11,-29815
0,45,11,-28659
0,46,11,5083
0,26,12,16824
0,27,11,-43616
0,29,11,-57873
0,48,12,-22818
0,50,12,24500
0,18,11,-30419
0,20,11,-43047
0,22,11,-32602
0,24,11,-12678
0,37,12,-39669
0,39,12,-30888
0,41,12,207
0,43,12,-12678
0,38,15,-31794
0,40,15,-23181
0,42,15,22321
0,49,14,3948
0,51,14,-7193
0,30,14,-14221
0,32,14,-14285
0,18,12,-20906
0,27,12,8845
0,20,12,6286
0,47,11,-2580
0,49,11,597
0,51,11,-2522
0,53,11,-16494
0,55,11,-5942
0,57,11,-5634
0,59,11,-11656
0,61,11,-17180
0,63,11,-14170
0,59,9,5312
0,69,10,17775
0,35,11,4523
0,37,11,26575
0,22,10,-45237
0,24,10,-55173
0,26,10,-46999
0,34,10,-49034
0,36,10,-24405
0,20,9,-46626
0,22,9,-42715
0,24,9,-42727
0,26,9,-42453
0,28,9,-26495
0,30,9,-27926
0,20,11,-27926
0,37,12,-21392
0,39,12,13497
0,43,12,11014
0,45,12,-13098
0,47,12,-4785
0,49,12,-5099
0,51,12,-14352
0,53,12,-27926
0,25,16,-20598
0,36,11,-36441
0,27,11,-20519
0,31,11,3162
0,22,12,28489
0,62,12,-835
0,78,12,-24534
0,22,10,-16785
0,24,10,-18099
0,26,10,-24534
0,43,12,-15030
0,46,12,-3855
0,48,12,-23068
0,50,12,-18926
0,52,12,-10189
0,54,12,-2461
0,36,12,-16253
0,42,12,-12986
0,44,12,-17098
0,46,12,-17785
0,48,12,-17899
0,50,12,-23168
0,52,12,-24534
0,39,9,-13894
0,51,9,-10850
0,53,12,-17180
0,59,12,25899
0,51,12,-8098
0,55,12,5753
0,22,12,-10098
0,52,9,-5083
0,53,9,-16575
0,55,9,-20722
0,59,9,-24955
0,49,10,-17284
0,51,10,-31622
0,53,10,-23131
0,55,10,-32471
0,59,11,-10098
0,63,11,-14338
0,65,11,3560
0,28,13,-46119
0,49,9,-13401
0,57,9,-20342
0,47,12,7832
0,49,12,-4973
0,69,9,-19376
0,40,12,-28426
0,46,13,-26622
0,48,13,-30605
0,50,13,-16992
0,34,13,-30563
0,36,13,-32255
0,40,13,-40772
0,42,13,-22854
0,44,13,-40326
0,46,13,-34316
0,49,13,-24168
0,50,13,-36352
0,32,16,-21341
0,62,14,-9398
0,51,8,-16303
0,55,8,-20086
0,57,10,-17433
0,59,10,-14385
0,21,12,-20355
0,26,12,-30490
0,28,12,-31301
0,30,11,-33021
0,32,11,-25433
0,38,11,-12363
0,29,11,-43307
0,29,12,-29276
0,48,15,-34563
0,50,15,-33998
0,52,15,-26981
0,54,15,-34657
0,56,11,-35720
0,58,11,-38711
0,60,11,-39334
0,62,11,-39291
0,64,11,26653
0,25,13,-5735
0,26,11,-11899
0,46,14,-27236
0,52,14,-13959
0,23,14,91614
0,22,12,-32068
0,59,11,-17808
0,40,10,7898
0,42,10,-256
0,44,10,-280
0,46,10,-16122
0,50,12,8060
0,62,11,29193
0,25,14,55760
0,38,13,29193
0,37,14,-19074
0,40,14,-18373
0,39,12,-16180
0,47,12,-22098
0,49,12,-22785
0,51,12,-11863
0,20,12,-6157
0,22,12,-4707
0,46,12,-10313
0,27,13,9014
0,29,13,57215
0,21,12,-39123
0,23,12,-23568
0,48,10,-19403
0,50,10,278
0,52,10,4014
0,54,10,2902
0,56,10,4167
0,33,10,-18523
0,41,10,18686
0,28,14,19367
0,25,12,-22699
0,26,12,-7903
0,49,10,-13606
0,57,10,-14399
0,57,12,-14811
0,24,11,-24517
0,26,11,-16090
0,28,11,-17501
0,34,12,1642
0,32,12,23045
0,24,12,-15752
0,21,12,24952
0,68,10,-12768
0,71,10,-21005
0,72,10,-18868
0,26,13,-19640
0,37,14,-10690
0,51,12,-13450
0,55,13,-13578
0,57,13,-22785
0,59,13,-23099
0,61,13,-22280
0,76,3,-7778
0,42,12,20878
0,46,12,-28442
0,48,12,-22785
0,50,12,-23099
0,52,12,-23868
0,54,12,-4862
0,63,12,-5888
0,65,12,-9995
0,67,12,-9291
0,69,12,12111
0,34,14,-16820
0,36,13,-15644
0,42,13,-1827
0,23,12,-9843
0,26,10,-28551
0,23,12,-36498
0,33,12,53783
0,27,12,-3748
0,25,12,186
0,18,13,-13677
0,47,16,-11099
0,35,16,-8547
0,75,6,-10959
0,79,8,-9778
0,25,13,-35773
0,27,13,-24168
0,29,13,-9778
0,22,12,-7099
0,57,8,-10750
0,61,8,18482
0,36,13,72633
0,74,7,-10412
0,84,7,-9295
0,86,7,14913
0,25,12,-31723
0,27,12,-36384
0,29,12,-18184
0,25,11,-34992
0,31,13,-24263
0,35,13,-35738
0,37,13,-48699
0,39,13,82859
0,26,12,5060
0,49,10,-1861
0,54,10,-4505
0,59,12,-20918
0,39,12,-16467
0,41,12,-16864
0,47,12,-19352
0,49,12,-11428
0,51,12,-20061
0,53,12,-21244
0,55,12,34481
0,24,14,-13775
0,26,14,1201
0,89,6,-22280
0,28,10,16386
0,42,11,-31561
0,43,11,-19706
0,46,12,-29276
0,47,12,38214
0,26,12,-15698
0,28,12,-2785
0,34,12,8033
0,89,12,53105
0,91,12,73720
0,42,12,-18571
0,46,12,-22097
0,36,12,-35812
0,38,12,-30001
0,40,12,-12981
0,42,12,-15052
0,23,11,-688
0,21,10,-24501
0,24,10,-23568
0,21,13,-18343
0,22,13,-26595
0,24,11,-42693
0,28,11,-58967
0,30,11,-6099
0,32,11,-22468
0,34,11,16754
0,28,10,-22344
0,26,11,22771
0,22,12,19252
0,26,12,2650
0,50,12,-18022
0,56,12,-22785
0,58,12,-5238
0,22,12,51348
0,25,14,-24168
0,27,14,-22122
0,40,9,-9980
0,56,5,-17471
0,46,12,-14671
0,48,12,-14738
0,54,11,-14671
0,51,10,-2495
0,73,5,-7858
0,41,12,-2522
0,53,12,68362
0,44,13,-15193
0,52,12,-22785
0,54,12,-17099
0,25,14,-27248
0,21,13,-21988
0,34,14,-7559
0,50,12,-10482
0,52,12,-20798
0,56,12,-22799
0,58,12,-23677
0,26,13,-10221
0,24,11,-17472
0,44,12,-13671
0,46,12,-11955
0,24,12,-20218
0,25,12,-7598
0,27,12,-15647
0,29,12,-10931
0,31,12,-15016
0,31,16,-19740
0,43,10,9713
0,27,11,-21931
0,29,11,-19584
0,31,11,-19817
0,37,10,-21534
0,48,12,53530
0,31,12,17215
0,27,12,-32221
0,29,12,-13460
0,30,12,-31978
0,32,12,-29392
0,35,12,-10950
0,22,8,-51926
0,25,8,-18543
0,30,12,-61202
0,19,11,13278
0,21,11,-36044
0,23,11,-36568
0,25,11,52816
0,27,11,-31275
0,23,11,-38734
0,27,11,-27839
0,40,12,-35440
0,41,12,-15375
0,43,12,-20722
0,45,12,-20986
0,47,11,-20042
0,49,11,-17901
0,51,11,-14675
0,53,11,-27839
0,38,9,-35563
0,53,11,-6869
0,23,12,-20451
0,23,11,-21454
0,28,11,1814
0,54,9,-13380
0,58,9,-13522
0,60,9,-12558
0,32,12,5674
0,29,11,-20299
0,30,11,-24168
0,32,11,-37790
0,23,10,-24074
0,25,10,-34415
0,30,10,-42275
0,19,12,20672
0,25,12,-15138
0,25,12,40525
0,49,11,-23443
0,51,11,-15146
0,95,10,-15909
0,97,10,-16988
0,19,11,-15473
0,29,12,-19868
0,21,12,30113
0,56,12,-21676
0,58,12,-11229
0,25,10,-19671
0,27,10,-26524
0,19,11,-24888
0,27,11,-11229
0,20,11,-14586
0,21,11,-30605
0,26,11,-3751
0,23,12,-29800
0,46,11,-13903
0,44,10,-6586
0,46,9,-7746
0,48,9,-10791
0,38,12,14560
0,40,12,501
0,42,12,-3993
0,44,12,-3587
0,50,12,20168
0,52,12,1882
0,28,14,-20610
0,30,14,-23213
0,32,16,-23541
0,34,16,-33004
0,36,16,-5485
0,38,16,-13132
0,40,16,-6582
0,62,12,27967
0,30,13,24812
0,34,13,-4745
0,54,12,16951
0,42,12,-4471
0,44,12,4316
0,50,11,6260
0,51,13,-23401
0,30,9,540
0,35,12,44890
0,26,11,-18938
0,30,11,-16099
0,32,11,-24168
0,34,11,-14212
0,24,11,-5602
0,29,11,-18668
0,27,11,11901
0,23,12,-21698
0,25,12,7265
0,29,14,15882
0,21,12,-21797
0,23,12,-22744
0,25,12,-10010
0,49,8,-1515
0,59,9,-12721
0,61,9,-12403
0,63,9,-12668
0,65,9,-2218
0,57,14,-4785
0,43,12,-4501
0,45,14,11014
0,21,10,-190
0,22,10,-10986
0,27,11,-10785
0,31,13,43192
0,33,13,-2818
0,22,11,-29252
0,36,15,-8208
0,39,15,-7715
0,47,14,10592
0,36,9,-26138
0,28,12,-15022
0,20,13,-26138
0,54,9,-13782
0,56,9,-14109
0,60,9,-6244
0,57,16,-10369
0,61,12,-9295
0,63,12,-22280
0,65,12,17760
0,24,17,52271
0,24,12,25902
0,26,12,515
0,20,11,-15967
0,24,11,-38320
0,26,10,-34845
0,28,10,-52798
0,30,10,-55060
0,26,11,-31024
0,28,11,-31213
0,30,11,-27427
0,32,11,-3378
0,25,10,-41737
0,22,12,-30678
0,24,12,-13727
0,42,10,-35199
0,43,10,-46175
0,45,9,-30388
0,47,9,-22785
0,49,11,-15168
0,42,11,-20986
0,43,11,-21798
0,45,11,-22185
0,47,11,-23099
0,49,11,-21828
0,36,14,-21478
0,40,14,-16052
0,42,14,-35223
0,44,14,-7542
0,43,12,64842
0,37,12,-13722
0,28,12,1313
0,31,12,-33751
0,21,12,-4150
0,22,12,-168
0,20,11,-27773
0,22,11,-31397
0,24,11,-19782
0,28,14,11395
0,50,13,-4898
0,52,13,-7041
0,58,13,5186
0,42,12,-20
0,70,10,-5348
0,32,13,-42701
0,34,13,-28513
0,36,13,-31626
0,38,13,-23501
0,40,12,-24188
0,42,12,-25252
0,44,12,-28738
0,46,12,-22913
0,48,12,85088
0,23,10,-13677
0,25,10,-13733
0,20,7,-28953
0,22,7,-35773
0,25,7,-28991
0,75,9,-7161
0,77,9,62093
0,36,12,-10980
0,38,12,-13403
0,40,12,14649
0,28,11,-49828
0,36,12,-23099
0,45,11,-13180
0,47,11,-17903
0,49,11,-18722
0,51,11,-20586
0,53,11,-21298
0,55,11,-20785
0,57,11,-23099
0,59,11,-24168
0,61,11,-17064
0,40,12,-5361
0,45,11,36713
0,26,11,15282
0,23,13,36713
0,27,12,2491
0,33,12,51698
0,18,11,-15558
0,20,11,-20722
0,22,11,-10986
0,24,11,-11968
0,26,11,-17785
0,28,11,-3099
0,30,11,-23668
0,32,11,-22799
0,20,12,-12042
0,42,14,-9694
0,36,11,29014
0,38,11,51952
0,23,12,-8797
0,25,12,-5415
0,25,16,24901
0,24,12,-3723
0,50,12,-38288
0,52,12,-14171
0,54,12,8798
0,56,12,-5728
0,58,12,-11402
0,60,12,-26988
0,64,12,-14207
0,66,12,6213
0,31,13,6267
0,25,12,-35773
0,28,12,-34177
0,30,13,23599
0,38,11,16059
0,40,11,-13699
0,42,11,-2871
0,44,11,-7551
0,45,11,-16382
0,51,11,23599
0,42,12,15144
0,44,12,-12293
0,48,12,-42349
0,37,16,-1342
0,21,12,-25056
0,27,12,-26605
0,29,12,-14620
0,31,12,27249
0,20,12,-21613
0,21,12,-34035
0,23,12,-42068
0,29,13,14486
0,23,13,-19168
0,25,13,9456
0,34,13,-8332
0,39,13,-16871
0,42,14,-17802
0,46,14,-18083
0,43,12,-17122
0,45,12,-14606
0,49,12,-22085
0,52,12,-22099
0,55,12,51749
0,48,12,-16099
0,51,12,-6696
0,52,12,14713
0,29,15,-13113
0,36,15,-20816
0,20,12,-25707
0,22,12,-29276
0,24,12,-16866
0,26,12,-16817
0,30,12,-20179
0,50,12,-12372
0,52,12,-10186
0,24,13,-66039
0,26,12,-18501
0,24,11,1514
0,24,13,8021
0,22,11,-51467
0,26,11,5832
0,28,11,32404
0,33,14,5982
0,58,12,-17668
0,45,12,-18098
0,53,12,61645
0,43,11,-9448
0,45,11,5696
0,33,11,-16916
0,52,11,-45269
0,54,11,-29498
0,83,13,16992
0,37,11,-21420
0,20,13,-9608
0,22,13,13760
0,33,15,-41181
0,29,10,84598
0,30,11,13760
0,26,10,-28060
0,21,14,-19187
0,27,11,-19519
0,29,11,-13368
0,31,11,-25143
0,21,12,-40307
0,31,10,-31551
0,73,7,-12099
0,76,7,-12915
0,78,4,-4063
0,24,11,-30829
0,27,11,-30575
0,28,11,-17070
0,27,9,12417
0,32,12,-52412
0,24,9,-26828
0,23,9,12417
0,30,11,-52412
0,24,7,-14579
0,26,7,-24168
0,28,7,-52412
0,51,13,-13737
0,56,13,-14220
0,44,10,-36617
0,34,9,-28876
0,36,9,-28953
0,38,9,-23099
0,40,9,-24168
0,25,12,-4168
0,27,12,-19388
0,33,14,-29605
0,31,13,27998
0,43,13,-12960
0,45,13,-7860
0,51,13,7617
0,70,9,-13935
0,29,12,14427
0,24,13,-20190
0,30,13,41096
0,32,13,-13935
0,29,10,-7909
0,37,11,-24168
0,18,11,1902
0,20,11,-14285
0,22,11,-14587
0,25,11,-3168
0,26,11,-21672
0,48,11,-34115
0,50,11,-12284
0,56,11,-13698
0,58,11,-14385
0,60,11,-14495
0,62,11,-19880
0,64,11,44303
0,27,10,-29684
0,29,10,-32275
0,26,10,-33236
0,20,12,3549
0,23,12,-2328
0,46,15,-9911
0,21,11,52762
0,21,12,-11232
0,22,12,-11167
0,24,12,-15722
0,26,12,-12898
0,28,5,-17298
0,30,5,-25109
0,21,12,-9806
0,44,10,-3751
0,22,14,61315
0,24,12,-14068
0,21,12,2032
0,40,11,-16297
0,43,11,-29155
0,47,11,-1290
0,37,11,-9976
0,24,11,-2986
0,52,15,-10203
0,33,11,-15299
0,35,11,-14568
0,37,11,20387
0,43,12,-14372
0,22,5,-31688
0,30,11,-7006
0,21,11,-12400
0,24,11,38083
0,31,11,-4785
0,36,12,-25235
0,20,11,-10474
0,24,11,-12998
0,26,11,-4247
0,28,11,-7431
0,32,11,45530
0,43,11,-28129
0,45,11,-25708
0,47,11,3026
0,49,11,-27014
0,51,12,-28442
0,53,12,-17500
0,55,12,-9012
0,57,12,-24168
0,59,12,-7764
0,25,10,-13563
0,27,12,-17955
0,29,12,-11542
0,39,13,-28836
0,41,13,-6314
0,21,12,-1403
0,21,11,-18606
0,23,11,20442
0,25,11,-26086
0,27,11,-14112
0,22,10,-4168
0,25,10,-26470
0,42,10,-31598
0,44,10,-28193
0,46,10,-7173
0,48,10,-20462
0,50,10,-11743
0,52,10,-9778
0,54,10,-26470
0,22,12,-3157
0,31,13,-739
0,39,12,-11099
0,41,12,-19168
0,43,12,55161
0,33,12,21585
0,50,12,-13129
0,54,12,-19393
0,60,12,-32166
0,64,12,11561
0,28,12,-30086
0,30,12,-30405
0,32,12,-17692
0,34,12,26867
0,32,12,-13698
0,34,12,-13881
0,36,12,-14195
0,38,12,-14916
0,19,12,-999
0,19,12,-1798
0,21,11,-4014
0,83,7,-8591
0,85,7,-9387
0,87,7,12482
0,42,10,-11046
0,18,10,-1003
0,24,12,-26776
0,30,10,-20285
0,32,10,-15099
0,34,10,5832
0,47,12,-1203
0,49,12,288
0,51,12,-12698
0,31,15,18186
0,21,12,-15986
0,23,12,-17505
0,20,13,-29167
0,23,14,902
0,31,14,-14760
0,53,16,-14685
0,41,10,-14403
0,52,12,-5099
0,54,12,-23448
0,55,12,-9461
0,26,14,-38835
0,23,11,-21687
0,35,11,-31489
0,37,11,-21758
0,39,11,-29105
0,41,11,-31108
0,47,6,-22708
0,48,6,10938
0,33,7,-13882
0,36,7,-11077
0,37,10,-14779
0,25,12,11932
0,33,12,7317
0,23,16,-19198
0,61,14,-13280
0,61,9,-20021
0,63,9,-29204
0,23,9,2546
0,25,9,-6789
0,26,12,779
0,28,12,-41168
0,30,16,-45289
0,32,16,-29592
0,34,16,-25776
0,18,12,-20986
0,19,12,-15098
0,22,12,12215
0,23,12,3901
0,42,10,-25436
0,44,10,-19728
0,46,10,6501
0,24,12,-23468
0,23,10,-3782
0,44,12,-25132
0,46,12,-12561
0,33,10,990
0,34,10,-15512
0,38,10,-24068
0,41,10,-11888
0,24,10,-11888
0,46,12,-22785
0,48,12,-23099
0,50,12,-16555
0,28,12,-45570
0,32,12,-37620
0,64,11,-9580
0,39,11,65832
0,21,14,-13352
0,58,10,-34084
0,60,10,-53019
0,64,10,-41944
0,68,10,-2521
0,70,10,-22116
0,29,14,-21598
0,31,14,-21935
0,35,14,-18668
0,28,11,-14835
0,27,10,-29608
0,31,11,-15829
0,33,11,-23108
0,35,11,-34751
0,57,10,-34751
0,27,12,-16486
0,24,12,-56470
0,28,12,-25463
0,30,12,-35772
0,31,12,-36388
0,34,12,-56470
0,23,12,-23435
0,27,12,-2695
0,29,12,-24227
0,31,12,-26702
0,33,12,-56470
0,26,12,-46816
0,28,12,-27990
0,32,12,-56470
0,20,11,-26982
0,24,12,-20768
0,26,12,-56470
0,22,13,-23853
0,53,11,-56470
0,40,12,-62462
0,27,11,-31563
0,31,12,12526
0,28,11,-26685
0,30,11,-25501
0,46,10,-18343
0,48,10,-7411
0,50,10,-11082
0,24,11,-11082
0,44,10,3670
0,48,10,-12898
0,52,10,-19807
0,54,10,-10246
0,58,10,69276
0,23,12,4292
0,26,12,4686
0,65,15,17012
0,71,15,20775
0,23,12,-10184
0,57,5,-6540
0,45,11,-17935
0,53,10,-22668
0,43,11,-9641
0,24,11,-31590
0,26,11,-26045
0,32,11,-7186
0,25,10,-30861
0,28,10,-39768
0,29,10,-42184
0,31,10,-44275
0,34,10,-12965
0,20,12,2414
0,21,12,902
0,25,12,6901
0,29,12,9686
0,27,11,15284
0,40,12,-6785
0,44,12,15352
0,46,12,-13557
0,33,12,-54280
0,30,10,-39952
0,34,10,-16110
0,26,12,-4340
0,46,11,-180
0,48,11,-6507
0,50,11,-10022
0,53,11,-2786
0,57,11,-22785
0,63,11,-13557
0,49,12,-20186
0,51,11,-15293
0,41,12,-14563
0,42,12,-15321
0,44,12,-4352
0,46,12,-14637
0,52,12,951
0,74,7,-9983
0,76,7,-31635
0,58,9,-36994
0,60,9,-35915
0,62,10,-44327
0,44,12,6378
0,52,12,-22599
0,54,12,-15848
0,28,14,-35127
0,36,12,3620
0,28,12,-2602
0,35,12,-21010
0,37,12,-7988
0,39,12,-14733
0,27,11,-10605
0,30,11,10230
0,21,12,-22785
0,22,12,402
0,57,12,-22098
0,65,12,27212
0,93,12,-21005
0,95,12,-12595
0,97,12,-13208
0,99,12,-9302
0,22,12,-38912
0,23,12,-36682
0,25,12,-32875
0,29,12,-45020
0,33,12,-18751
0,54,8,-22227
0,56,8,-22948
0,62,8,-18785
0,64,8,-12209
0,43,12,-18751
0,36,11,-16153
0,38,11,-9155
0,40,11,-12646
0,44,11,-13794
0,46,11,-14145
0,52,11,17054
0,50,0,-11123
0,62,11,-5113
0,57,5,-13518
0,22,11,-10961
0,24,11,-12961
0,42,11,6922
0,46,11,-9441
0,28,11,-36893
0,30,11,-48706
0,22,12,2710
0,49,10,-22242
0,56,10,14333
0,42,10,-28268
0,22,11,-5482
0,30,11,-34861
0,32,11,-32873
0,34,11,-22902
0,38,11,-31611
0,24,12,-29439
0,30,11,-14750
0,25,14,26501
0,39,11,-7367
0,41,11,-1231
0,41,11,-51835
0,45,11,-15651
0,26,10,-24875
0,36,11,-4781
0,23,10,-21285
0,26,11,-24168
0,25,11,-33473
0,46,12,-28598
0,47,12,1715
0,51,12,3202
0,53,12,-22798
0,47,10,-15945
0,53,10,-14420
0,54,10,-14164
0,27,13,3949
0,23,12,-5189
0,49,14,31401
0,52,11,44713
0,43,14,-21532
0,21,12,-29977
0,25,13,-31439
0,27,13,-26612
0,29,13,-22205
0,26,8,-30924
0,26,10,14186
0,23,12,15832
0,41,11,-23748
0,45,11,-26606
0,47,11,-28556
0,49,11,-30186
0,51,11,-29133
0,53,11,-20108
0,55,11,-24788
0,49,13,-17999
0,19,11,-1785
0,43,11,-38296
0,49,10,-30969
0,37,11,-43020
0,39,11,-43559
0,37,12,52211
0,44,12,-8727
0,51,17,38678
0,18,12,-13099
0,22,12,17859
0,57,15,-8208
0,46,12,-19486
0,48,12,-21398
0,50,12,-12885
0,52,12,-24168
0,23,14,-7566
0,33,14,65532
0,22,12,1861
0,26,12,65532
0,57,14,10561
0,39,12,75044
0,47,12,5128
0,52,12,-10568
0,53,11,-13728
0,59,11,-13855
0,36,11,-22098
0,40,11,-23099
0,23,13,61713
0,26,14,-12785
0,30,11,13579
0,37,14,1584
0,23,12,-6856
0,51,14,93712
0,23,10,-21199
0,31,9,-38883
0,35,9,-20875
0,28,10,-45195
0,31,10,-38783
0,32,10,-14835
0,35,10,-42840
0,31,12,-28926
0,32,12,-41483
0,35,12,-18592
0,37,12,-33751
0,37,12,-2011
0,42,12,-21110
0,44,12,-12040
0,46,11,8851
0,29,12,-5644
0,31,12,-16149
0,33,12,-26885
0,39,12,-12040
0,25,10,-26671
0,37,11,-33751
0,19,11,-32483
0,21,11,-18535
0,27,11,-10275
0,29,11,-11785
0,30,11,-23099
0,33,11,-3823
0,20,11,-9519
0,22,11,6880
0,24,11,2423
0,31,14,-4168
0,42,12,-12403
0,44,12,1278
0,46,12,-20986
0,48,12,-22098
0,50,12,-22785
0,52,12,-9419
0,54,12,-10248
0,27,12,-23074
0,25,12,-15276
0,31,12,-27034
0,33,12,-12818
0,53,7,3976
0,59,8,-11898
0,19,12,4195
0,27,12,7980
0,22,11,-28885
0,24,11,-31273
0,26,11,-27727
0,28,11,-25116
0,25,11,1832
0,42,13,34271
0,43,14,9547
0,21,11,-30536
0,19,11,-23753
0,21,11,-16236
0,23,11,-722
0,25,11,-9986
0,27,11,-7098
0,33,10,-29661
0,35,10,-23204
0,37,10,-45838
0,39,11,-42687
0,41,11,-37512
0,43,11,-22133
0,45,11,-19020
0,47,11,34271
0,26,14,-12099
0,28,14,25608
0,20,12,-1978
0,48,12,-20818
0,34,11,-4755
0,40,11,-38266
0,42,11,-7949
0,44,11,14800
0,36,12,-15252
0,20,10,-7680
0,24,8,-62967
0,29,10,-20818
0,63,14,-17314
0,44,11,-15180
0,48,11,-20722
0,50,11,-20986
0,52,10,-13578
0,54,10,-13509
0,56,10,-15599
0,60,10,-20818
0,47,9,10728
0,53,10,2215
0,57,10,-9168
0,38,9,-1460
0,32,13,-28081
0,59,10,-168
0,60,10,60003
0,23,12,-12285
0,25,14,-12099
0,27,14,-9168
0,37,12,-11730
0,23,13,15209
0,46,12,-6401
0,48,12,-7545
0,50,12,-11967
0,52,12,-20770
0,54,12,-16442
0,56,12,-29328
0,58,12,3422
0,44,12,-24796
0,46,12,-27237
0,49,12,-27880
0,50,12,-31124
0,52,12,-29328
0,54,12,-15101
0,56,12,-16374
0,59,12,-19728
0,44,12,-18030
0,45,12,-13522
0,52,12,-13542
0,54,12,-9495
0,28,12,-5505
0,30,13,-11337
0,32,13,-16451
0,34,12,-17059
0,51,13,-7326
0,55,13,-17059
0,47,11,-18904
0,35,12,-23135
0,34,11,-35285
0,31,12,37996
0,24,12,-35251
0,22,12,-8227
0,41,12,19666
0,29,13,22475
0,35,13,1171
0,33,12,-13899
0,19,12,-27406
0,20,13,-5868
0,67,14,-7270
0,47,12,-18061
0,49,12,-18262
0,55,12,-20066
0,59,12,-12609
0,25,12,-3403
0,25,14,-36026
0,41,13,-18951
0,43,13,-18060
0,45,13,2990
0,47,13,-22985
0,51,13,-18990
0,55,13,-21228
0,46,15,-20486
0,48,13,-13934
0,50,13,-23876
0,52,14,-19221
0,18,10,-19307
0,20,10,-16785
0,22,10,-999
0,24,10,40832
0,23,13,16792
0,41,12,-8440
0,43,12,-18998
0,45,12,-22083
0,47,12,4986
0,26,14,-27568
0,33,16,-39649
0,25,12,42768
0,46,14,-19403
0,48,14,-10378
0,50,14,4986
0,31,10,-36534
0,33,10,-39909
0,37,11,-28186
0,39,11,-29905
0,41,11,-23020
0,19,11,-24295
0,21,11,-26815
0,25,11,-26031
0,27,11,-39890
0,29,11,-18321
0,16,10,-20162
0,20,12,-32916
0,47,12,-30020
0,49,12,-4357
0,38,12,-18602
0,40,12,-18753
0,48,12,24501
0,50,12,-5205
0,52,12,-39649
0,36,12,-29291
0,38,12,-23946
0,46,12,-14699
0,48,12,-14268
0,27,12,-24153
0,91,12,14551
0,31,12,-5486
0,17,7,11901
0,48,12,-10763
0,26,14,17215
0,56,12,1516
0,58,12,-7328
0,60,12,-13833
0,63,12,-26551
0,21,11,1510
0,23,11,-12392
0,25,11,-29415
0,27,11,-3027
0,31,11,-26551
0,19,11,-31401
0,21,12,-22474
0,23,12,-41568
0,25,12,-37414
0,27,12,-27393
0,17,11,-41555
0,19,11,-17432
0,21,11,-20800
0,23,11,-5605
0,47,10,-25788
0,49,10,-22373
0,51,10,25833
0,21,12,-24641
0,23,12,-7351
0,35,11,-6649
0,43,12,22267
0,32,11,-5105
0,34,11,-3099
0,24,11,-36312
0,26,11,-15126
0,28,11,-30220
0,19,10,-722
0,21,10,28529
0,23,10,-13994
0,35,10,-19286
0,39,10,-20272
0,41,10,-20986
0,43,10,-15698
0,45,10,-22785
0,47,10,-22549
0,49,10,-24168
0,51,10,-7317
0,68,6,-10041
0,35,12,21599
0,40,12,-3791
0,41,12,-6614
