filename,publish_date,abstract
jofi.12960.txt,2021/2/1,"We develop a model in which customer capital depends on key talents¡¯ contribution and pure brand recognition. Customer capital guarantees stable demand but is fragile to financial constraints risk if retained mainly by talents, who tend to quit financially constrained firms, damaging customer capital. Using a proprietary, granular brand-perception survey, we construct a firm-level measure of the inalienability of customer capital (ICC) that captures the degree to which customer capital depends on talents. Firms with higher ICC have higher average returns, higher talent turnover, and more precautionary financial policies. The ICC-sorted long-short portfolio¡®s spread comoves with financial constraints factor. "
jofi.12961.txt,2020/12/1,"We analyze credit rating effects on firm investments in a rational bond financing game that features a feedback loop. The credit rating agency (CRA) inflates the rating, providing a biased but informative signal to creditors. Creditors¡¯ response to the rating affects the firm¡®s investment decision and thus its credit quality, which is reflected in the rating. The CRA might reduce ex ante economic effiiency, which results solely from its strategic effect: the CRA assigns more firms high ratings and allows them to gamble for resurrection. We derive empirical predictions on the determinants of rating standards and inflation and discuss policy implications. "
jofi.12963.txt,2021/2/1,"How can mortgages be redesigned to reduce macrovolatility and default? We address this question using a quantitative equilibrium life-cycle model. Designs with countercyclical payments outperform fixed payments. Among those, designs that front-load payment reductions in recessions outperform those that spread relief over the full term. Front-loading alleviates liquidity constraints when they bind most, reducing default and stimulating housing demand. To illustrate, a fixed-rate mortgage (FRM) with an option to convert to adjustable-rate mortgage, which front-loads payment reductions relative to an FRM with an option to refinance underwater, reduces price and consumption declines six times as much and default three times as much. "
jofi.12964.txt,2020/10/1,"We explore the impact of supervision on the riskiness, profitability, and growth of U.S. banks. Using data on supervisors¡¯ time use, we demonstrate that the top-ranked banks by size within a supervisory district receive more attention from supervisors, even after controlling for size, complexity, risk, and other characteristics. Using a matched sample approach, we find that these top-ranked banks that receive more supervisory attention hold less risky loan portfolios, are less volatile, and are less sensitive to industry downturns, but do not have lower growth or profitability. Our results underscore the distinct role of supervision in mitigating banking sector risk. "
jofi.12965.txt,2020/12/1,"We document that governments whose local currency debt provides them with greater hedging benefits actually borrow more in foreign currency. We introduce two features into a government¡®s debt portfolio choice problem to explain this finding: risk-averse lenders and lack of monetary policy commitment. A government without commitment chooses excessively countercyclical inflation ex post, which leads risk-averse lenders to require a risk premium ex ante. This makes local currency debt too expensive from the government¡®s perspective and thereby discourages the government from borrowing in its own currency. "
jofi.12966.txt,2020/12/1,"In China, between 2006 and 2013, local public debt crowded out the investment of private firms by tightening their funding constraints while leaving state-owned firms¡¯ investment unaffected. We establish this result using a purpose-built data set for Chinese local public debt. Private firms invest less in cities with more public debt, with the reduction in investment larger for firms located farther from banks in other cities or more dependent on external funding. Moreover, in cities where public debt is high, private firms¡¯ investment is more sensitive to internal cash flow. "
jofi.12967.txt,2020/12/1,"This paper studies how a financial system that is organized to effiiently create safe assets responds to macroeconomic shocks. Financial intermediaries face a cost of bearing risk, so they choose the least risky portfolio that backs their issuance of riskless deposits: a diversified pool of nonfinancial firms¡¯ debt. Nonfinancial firms choose their capital structure to exploit the resulting segmentation between debt and equity markets. Increased safe asset demand yields larger and riskier intermediaries and more levered firms. Quantitative easing reduces the size and riskiness of intermediaries and can decrease firm leverage, despite reducing borrowing costs at the zero lower bound. "
jofi.12968.txt,2020/12/1,This paper employs Swedish data on households¡¯ stock holdings to investigate how consumption responds to changes in stock market returns. We instrument the actual capital gains and dividend payments with past portfolio weights. Unrealized capital gains lead to a marginal propensity to consume of 23% for the bottom 50% of the wealth distribution and about 3% for the top 30% of the wealth distribution. Household consumption is signifiantly more responsive to dividend payouts across all parts of the wealth distribution. Our findings are consistent with households treating capital gains and dividends as separate sources of income. 
jofi.12969.txt,2020/12/1,"Modern markets are characterized by speed differentials, with some traders being fractions of a second faster than others. Theoretical models suggest that such differentials may have both positive and negative effects on liquidity and gains from trade. We examine these effects by studying a series of exogenous weather episodes that temporarily remove the speed advantages of the fastest traders by disrupting their microwave networks. The disruptions are associated with lower adverse selection and lower trading costs. In additional analysis, we show that the long-term removal of speed differentials results in similar effects and also increases gains from trade. "
jofi.12970.txt,2021/4/1,"We provide a theoretical framework to uncover in a model-free way the relationships among international stochastic discount factors (SDFs), stochastic wedges, and financial market structures. Exchange rates are in general different from the ratio of international SDFs in incomplete markets, as captured by a stochastic wedge. We show theoretically that this wedge can be zero in incomplete and integrated markets. Market segmentation breaks the strong link between exchange rates and international SDFs, which helps address salient features of international asset returns while keeping the volatility and cross-country correlation of SDFs at moderate levels. "
jofi.12971.txt,2021/2/1,"We study risk premiums in the U.S. Treasury bond market from the perspective of a Bayesian econometrician BLwho learns in real time from disagreement among investors about future bond yields. Notably, disagreement has substantial predictive power for yields, and BL¡®s risk premiums are less volatile than those in the analogous model without learning. BL¡®s forecasts are substantially more accurate than the consensus forecasts of market professionals, particularly following U.S. recessions. The predictive power of disagreement is distinct from the (much weaker) one of inflation and output growth. Rather, it appears to reflect uncertainty about future fiscal policy. "
jofi.12974.txt,2021/2/1,"Borrowing from multiple creditors exposes firms to rollover risk due to coordination problems among creditors, but it also improves firms¡¯ repayment incentives, thereby increasing pledgeability. Based on this trade-off, I develop a dynamic debt rollover model to analyze the evolution of creditor dispersion. Consistent with empirical evidence, I find that firms optimally increase creditor dispersion after poor performance. In contrast, cross-sectionally higher-growth firms can support more dispersed creditors. Frequent debt renegotiation limits firms¡¯ ability to increase pledgeability by having more creditors. Finally, holding a cash balance while borrowing from multiple creditors improves firms¡¯ repayment incentives uniformly across all future states. "
jofi.12975.txt,2021/2/1,"We study whether firm and macroeconomic announcements that convey systematic information generate a return premium for firms that experience information spillovers. We use information consumption to proxy for investor learning during these announcements and construct ex ante measures of expected information consumption (EIC) to calibrate whether learning is priced. On days when there are information spillovers, affected stocks earn a signifiant return premium (5% annualized) and the capital asset pricing model performs better. The positive effect of the Federal Reserve Open Market Committee announcements on the risk premia of individual stocks appears to be modulated by EIC. Our findings are most consistent with a riskbased explanation. "
jofi.12976.txt,2021/2/1,"We investigate how the deterioration of household balance sheets affects worker productivity, and in turn economic downturns. Specifially, we compare the output of innovative workers who experienced differential declines in housing wealth during the financial crisis but were employed at the same firm and lived in the same metropolitan area. We find that, following a negative wealth shock, innovative workers become less productive and generate lower economic value for their firms. The reduction in innovative output is not driven by workers switching to less innovative firms or positions. These effects are more pronounced among workers at greater risk of financial distress. "
jofi.12977.txt,2021/2/1,"Using loan-level data on millions of used-car transactions across hundreds of lenders, we study the consumer response to exogenous variation in credit terms. Borrowers offered shorter maturity decrease expenditures enough to offset 60% to 90% of the monthly payment increase. Most of this is driven by shifting toward lower-quality cars, but affected borrowers offset 20% to 30% of a monthly payment shock by negotiating lower prices for equivalent cars. Our results suggest that durable goods prices adjust to reflect credit terms even at the individual level, with one year of additional loan maturity increasing a car¡®s price by 2.8%. "
jofi.12978.txt,2021/2/1,"We study how parent liability for subsidiaries¡¯ environmental cleanup costs affects industrial pollution and production. Our empirical setting exploits a Supreme Court decision that strengthened parent limited liability protection for some subsidiaries. Using a difference-in-differences framework, we find that stronger liability protection for parents leads to a 5% to 9% increase in toxic emissions by subsidiaries. Evidence suggests the increase in pollution is driven by lower investment in abatement technologies rather than increased production. Cross-sectional tests suggest convexities associated with insolvency and executive compensation drive heterogeneous effects. Overall, our findings highlight the moral hazard problem associated with limited liability. "
jofi.12979.txt,2021/2/1,"We show that aversion to risk and ambiguity leads to information inertia when investors process public news about assets. Optimal portfolios do not always depend on news that is worse than expected; hence, the equilibrium stock price does not reflect this bad news. This informational ineffiiency is more severe when there is more risk and ambiguity but disappears when investors are risk-neutral or the news is about idiosyncratic risk. Information inertia leads to news momentum (e.g., after earnings announcements) and is consistent with low household trading activity. An ambiguity premium helps explain the macro and earnings announcement premium. "
jofi.12980.txt,2021/2/1,"We develop a unified theory of dynamic contracting and assortative matching to explain firm dynamics. In our model, neither firms nor managers can commit to arrangements that yield lower payoffs than their outside options, which are microfounded by the equilibrium conditions in a matching market. The model endogenously generates power laws in firm size and CEO compensation, and explains differences in their right tails. We also show that our model quantitatively accounts for many salient features of the time-series dynamics and the cross-sectional distribution of firm investment, dividend payout, and CEO compensation. "
jofi.12987.txt,2021/4/1,"We develop a general equilibrium model linking the pricing of stocks and corporate bonds to endogenous movements in corporate leverage and aggregate volatility. The model features heterogeneous firms making optimal investment and financing decisions and connects fluctuations in macroeconomic quantities and asset prices to movements in the cross section of firms. Empirically plausible movements in leverage produce realistic asset return dynamics. Countercyclical leverage drives predictable variation in risk premia, and debt-financed growth generates a high value premium. Endogenous default produces countercyclical aggregate volatility and credit spread movements that are propagated to the real economy through their effects on investment and output. "
jofi.12988.txt,2021/4/1,"In this paper, I explore a reform at the Oslo Stock Exchange to assess the causal effect of posttrade trader anonymity on stock liquidity and trading volume. Using a regression discontinuity approach, I find that anonymity leads to a reduction in bid-ask spreads of 40% and an increase in trading volume of more than 50%. The increase in trading volume is accounted for largely by increased trading activity by institutional investors, while retail investors do not adjust their trading behavior in response to anonymity. The results suggest that posttrade anonymity positively affects standard measures of market quality. "
jofi.12989.txt,2021/4/1,"We analyze how boards¡¯ reputational concerns influence executive compensation and the use of hidden pay. Independent boards reduce disclosed pay to signal their independence, but are more likely than manager-friendly boards to use hidden pay or to distort incentive contracts. Stronger reputational pressures lead to lower disclosed pay, weaker managerial incentives, and higher hidden pay, whereas greater transparency of executive compensation has the opposite effects. Although reputational concerns can induce boards to choose compensation contracts more favorable to shareholders, we show that there is a threshold beyond which stronger reputational concerns harm shareholders. Similarly, excessive pay transparency can harm shareholders. "
jofi.12990.txt,2021/4/1,"I study the effect of removing repossession risk on a mortgagor¡®s decision to default. Reducing default costs may result in strategic default, particularly during crises when homeowners can be substantially underwater. I analyze difference-indifferences variation in repossession risk generated by an unexpected legal ruling in Ireland that prohibited collateral enforcement on delinquent residential mortgages originated before a particular date. I estimate that borrowers defaulted by 0.3 percentage points more each quarter after the ruling, a relative increase of approximately one-half. High loan-to-value ratios and low liquidity are associated with a larger treatment effect, suggesting both equity and consumption-based motivations. "
jofi.12991.txt,2021/4/1,"This paper examines dealer inventory capacity, or liquidity supply, as a driver of liquidity and expected returns in the corporate bond market. We identify shocks to aggregate liquidity supply using data on corporate bond yields and dealer positions. Liquidity supply shocks lead to persistent changes in market liquidity, are correlated with proxies for dealer financial constraints, and have signifiant explanatory power for cross-sectional and time-series variation in expected returns, beyond standard risk factors. Our findings point to liquidity supply by financially constrained intermediaries as a main driver of market liquidity and asset prices. "
jofi.12992.txt,2021/4/1,"Shared appreciation mortgages (SAMs) feature mortgage payments that adjust with house prices. They are designed to stave off borrower default by providing payment relief when house prices fall. Some argue that SAMs may help prevent the next foreclosure crisis. However, home owners¡¯ gains from payment relief are mortgage lenders¡¯ losses. A general equilibrium model in which financial intermediaries channel savings from saver to borrower households shows that indexation of mortgage payments to aggregate house prices increases financial fragility, reduces risk-sharing, and leads to expensive financial sector bailouts. In contrast, indexation to local house prices reduces financial fragility and improves risk-sharing. "
jofi.12993.txt,2021/4/1,"How do investors perceive dependence between stock returns; and how does their perception of dependence affect investments and stock prices? We show experimentally that investors understand differences in dependence, but not in terms of correlation. Participants invest as if applying a simple counting heuristic for the frequency of comovement. They diversify more when the frequency of comovement is lower even if correlation is higher due to dependence in the tails. Building on our experimental findings, we empirically analyze U.S. stock returns. We identify a robust return premium for stocks with high frequencies of comovement with the market return. "
jofi.12994.txt,2021/4/1,"Limited stock market participation can potentially explain the disconnect between international asset prices and macro quantities. An incomplete markets model in which risk sharing for stockholders is high generates highly correlated equity returns and relatively smooth exchange rates. Risk sharing for nonstockholders is limited because of their nonparticipation in stock markets and borrowing constraints, reducing the aggregate consumption correlation and the correlation between aggregate consumption differentials and exchange rates. Financial integration widens the disconnect by benefiting stockholders but hurting nonstockholders. Survey data indicate that international risk sharing for stockholders is better than that for nonstockholders, consistent with the predictions. "
jofi.12995.txt,2021/4/1,"A common view of retail finance is that conflicts of interest contribute to the high cost of advice. Within a large sample of Canadian financial advisors and their clients, however, we show that advisors typically invest personally just as they advise their clients. Advisors trade frequently, chase returns, prefer expensive and actively managed funds, and underdiversify. Advisors¡¯ net returns of -3% per year are similar to their clients¡¯ net returns. Advisors do not strategically hold expensive portfolios only to convince clients to do the same; they continue to do so after they leave the industry. "
jofi.12996.txt,2021/4/1,"This study analyzes the motivations for and consequences of funds¡¯ credit default swap (CDS) investments using mutual funds¡¯ quarterly holdings from pre- to postfinancial crisis. Funds invest in CDS when facing unpredictable liquidity needs. Funds sell more in reference entities when the CDS is liquid relative to the underlying bonds and buy more when the CDS-bond basis is more negative. To enhance yield, funds engage in negative basis trading and sell CDS with the highest spreads within rating categories, and with spreads higher than those of their bond portfolios. Funds with superior portfolio returns also demonstrate more skill in CDS trading. "
jofi.12997.txt,2021/4/1,"Using high-frequency, granular panel data on short-term debt securities issued in Europe, we study the existence, empirical boundaries, and fragility of private assets¡¯ safety. We show that only securities with the shortest maturities, issued by banks (certifiates of deposit, or CDs), benefit from a safety premium. The supply of such CDs responds positively to excess safety demand. During periods of stress, this relation vanishes for all issuers of private securities, even though their aggregate volumes do not collapse. Other dimensions of heterogeneity, including issuers¡¯ balance sheets or their domicile countries¡¯ fiscal capacity, are less relevant for private safety. "
jofi.13001.txt,2021/6/1,"We characterize equilibrium leverage dynamics in a trade-off model in which the firm can continuously adjust leverage and cannot commit to a policy ex ante. While the leverage ratchet effect leads shareholders to issue debt gradually over time, asset growth and debt maturity cause leverage to mean-revert slowly toward a target. Investors anticipate future debt issuance and raise credit spreads, fully offsetting the tax benefits of new debt. Shareholders are therefore indifferent toward the debt maturity structure, even though their choice signifiantly affects credit spreads, leverage levels, the speed of adjustment, future investment, and growth. "
jofi.13002.txt,2021/6/1,"Using microdata from U.S. household surveys, I document that families with a financially sophisticated husband are more likely to participate in the stock market than those with a wife of equal financial sophistication. This pattern is best explained by gender identity norms, which constrain women¡®s influence over intrahousehold financial decision-making. A randomized controlled experiment reveals that female identity hinders idea contribution by the wife. These findings underscore the roles of intrahousehold bargaining and traditional norms in shaping household financial decisions. "
jofi.13003.txt,2021/6/1,"We develop a theory that links the U.S. dollar¡®s valuation in FX markets to the convenience yield that foreign investors derive from holding U.S. safe assets. We show that this convenience yield can be inferred from the Treasury basis, the yield gap between U.S. government and currency-hedged foreign government bonds. Consistent with the theory, a widening of the basis coincides with an immediate appreciation and a subsequent depreciation of the dollar. Our results lend empirical support to models that impute a special role to the United States as the world¡®s provider of safe assets and the dollar as the world¡®s reserve currency. "
jofi.13004.txt,2021/6/1,"Using data on individual portfolio holdings and on mutual fund flows, we find that low interest rates lead to signifiantly higher demand for income-generating assets such as high-dividend stocks and high-yield bonds. We argue that this ¡¯ eachingfor-income¡¯ phenomenon is driven by investors who follow the ¡¯ iving off income¡¯ rule-of-thumb. Our empirical analysis shows that this preference for current income affects both household portfolio choices and the prices of income-generating assets. In addition, we explore the implications of reaching for income for capital allocation and the effectiveness of monetary policy. "
jofi.13008.txt,2021/6/1,"We study the effect of trading costs on information aggregation and acquisition in financial markets. For a given precision of investors¡¯ private information, an irrelevance result emerges when investors are ex ante identical: price informativeness is independent of the level of trading costs. When investors are ex ante heterogeneous, a change in trading costs can increase or decrease price informativeness, depending on the source of heterogeneity. Our results are valid under quadratic, linear, and fixed costs. Through a reduction in information acquisition, trading costs reduce price informativeness. We discuss how our results inform the policy debate on financial transaction taxes/Tobin taxes. "
jofi.13009.txt,2021/6/1,"This paper examines how market frictions influence the managerial incentives and organizational structure of new hedge funds. We develop a stylized model in which new managers search for accredited investors and have stronger incentives to acquire managerial skill when encountering low investor demand. Fund families endogenously arise to mitigate frictions and weaken the performance incentives of affiliated new funds. Empirically, based on a TASS-HFR-BarclayHedge merged database, we find that ex ante identified cold inceptions facing low investor demand outperform existing hedge funds and hot inceptions facing high demand and that cold stand-alone inceptions outperform all types of family-affiliated inceptions. "
jofi.13010.txt,2021/6/1,"We identify and track over time the factors that make the financial system vulnerable to fire sales by constructing an index of aggregate vulnerability. The index starts increasing quickly in 2004, before most other major systemic risk measures, and triples by 2008. The fire-sale-specifi factors of delevering speed and concentration of illiquid assets account for the majority of this increase. Individual banks¡¯ contributions to aggregate vulnerability predict other firm-specifi measures of systemic risk, including SRISK and CoVaR. The balance-sheet-based measures we propose are therefore useful early indicators of when and where vulnerabilities are building up. "
jofi.13011.txt,2021/6/1,"We study whether banks are riskier if managers have less liability. We focus on New England between 1867 and 1880 and consider the introduction of marital property laws that limited liability for newly wedded bankers. We find that banks with managers who married after a law had higher leverage, delayed loss recognition, made more risky and fraudulent loans, and lost more capital and deposits in the Long Depression of 1873 to 1878. These effects were most pronounced for bankers with the largest reduction in liability. We find no evidence that limiting liability increased firm investment at the county level. "
jofi.13012.txt,2021/6/1,"Using the most comprehensive data set of leveraged funds known to the literature, we measure the market-wide shadow cost of leverage constraints and examine its pricing implications. The shadow cost averages 0.53% per annum from 2006 to 2016, spikes upon quarter-ends when banks face tighter capital requirements, positively predicts future betting-against-beta (BAB) returns, and negatively correlates with contemporaneous BAB returns. Stocks that experience lower returns when the shadow cost increases earn 0.85% more per month. Overall, our shadow cost measure fits the predictions of leverage-constraint-based theories better than the widely used TED spread. "
jofi.13013.txt,2021/6/1,"We show that maturity transformation does not expose banks to interest rate risk¡¯ it hedges it. The reason is the deposit franchise, which allows banks to pay deposit rates that are low and insensitive to market interest rates. Hedging the deposit franchise requires banks to earn income that is also insensitive, that is, to lend long term at fixed rates. As predicted by this theory, we show that banks closely match the interest rate sensitivities of their interest income and expense, and that this insulates their equity from interest rate shocks. Our results explain why banks supply long-term credit. "
jofi.13016.txt,2021/6/1,"Why do stock prices vary? Using survey forecasts, we find that cash flow growth expectations explain most movements in the S&P 500 price-dividend and price-earnings ratios, accounting for at least 93% and 63% of their variation. These expectations comove strongly with price ratios, even when price ratios do not predict future cash flow growth. In comparison, return expectations have low volatility and small comovement with price ratios. Short-term, rather than long-term, expectations account for most price ratio variation. We propose an asset pricing model with beliefs about earnings growth reversal that accurately replicates these cash flow growth expectations and dynamics. "
jofi.13018.txt,2021/8/1,"In our target-initiated theory of takeovers, a target approaches potential acquirers that privately know their standalone values and merger synergies, where higher synergy acquirers tend to have larger standalone values. Despite their information disadvantage, targets can extract all surplus when synergies and standalone values are concavely related by offering payment choices that are combinations of cash and equity. Targets exploit the reluctance of high-valuation acquirers to cede equity claims, inducing them to bid more cash. When synergies and standalone values are not concavely related, sellers can gain by combining cash with securities that are more information sensitive than equities. "
jofi.13019.txt,2021/8/1,"Using 2,603 executive assessments, we study how CEO candidates differ from candidates for other top management positions, particularly CFOs. More than half of the variation in the 30 assessed characteristics is explained by four factors that we interpret as general ability, execution (vs. interpersonal), charisma (vs. analytical), and strategic (vs. managerial). CEO candidates have more extreme factor scores that differ signifiantly from those of CFO candidates. Conditional on being considered, candidates with greater general ability and interpersonal skills are more likely to be hired. These and our previous results on CEO success suggest that boards overweight interpersonal skills in hiring CEOs. "
jofi.13020.txt,2021/8/1,"I study the term structure of one-period expected returns on dividend claims with different maturity. I find that the slope of the term structure is countercyclical. The countercyclical variation is consistent with theories of long-run risk and habit, but these theories cannot explain the average downward slope. At the same time, the cyclical variation is inconsistent with recent models constructed to match the average downward slope. More generally, the average and cyclicality of the slope are hard to reconcile with models with a single risk factor. I introduce a model with two priced factors to solve the puzzle. "
jofi.13021.txt,2021/8/1,"We study an at-scale natural experiment in which debit cards were given to cash transfer recipients who already had a bank account. Using administrative account data and household surveys, we find that benefiiaries accumulated a savings stock equal to 2% of annual income after two years with the card. The increase in formal savings represents an increase in overall savings, financed by a reduction in current consumption. There are two mechanisms. First, debit cards reduce transaction costs of accessing money. Second, they reduce monitoring costs, which led benefiiaries to check their account balances frequently and build trust in the bank. "
jofi.13022.txt,2021/8/1,"An entrepreneur borrows from a relationship bank or the market. The bank has a higher cost of capital but produces private information over time. While the entrepreneur accumulates reputation as the lending relationship continues, asymmetric information is also developed between the bank/entrepreneur and the market. In this setting, zombie lending is inevitable: Once the entrepreneur becomes suffiiently reputable, the bank will roll over loans even after learning bad news, for the prospect of future market financing. Zombie lending is mitigated when the entrepreneur faces financial constraints. Finally, the bank stops producing information too early if information production is costly. "
jofi.13023.txt,2021/8/1,"We provide evidence that bond fund managers misclassify their holdings, and that these misclassifiations have a real and signifiant impact on investor capital flows. The problem is widespread, resulting in up to 31.4% of funds being misclassified with safer profiles, compared to their true, publicly reported holdings. ¡¯ Misclassified funds¡¯ ¡ªthose that hold risky bonds but claim to hold safer bonds¡¯ ppear to onaverage outperform lower risk funds in their peer groups. Within category groups, misclassified funds receive more Morningstar stars and higher investor flows. However, when we correctly classify them based on actual risk, these funds are mediocre performers. "
jofi.13024.txt,2021/8/1,"Unexpectedly severe winter weather, which is arguably exogenous to firm and bank fundamentals, represents a signifiant cash flow shock for bank-borrowing firms. Firms respond to these shocks by drawing on and increasing the size of their credit lines. Banks charge borrowers for this liquidity via increased interest rates and less borrower-friendly loan provisions. Credit line adjustments occur within one calendar quarter of the shock and persist for at least nine months. Overall, we provide evidence that bank credit lines are an important tool for managing the nonfundamental component of cash flow volatility, especially for solvent, small bank borrowers. "
jofi.13025.txt,2021/8/1,"In the presence of sentiment fluctuations, arbitrageurs may engage in different strategies leading to dispersed sentiment exposures. We find that hedge funds in the top decile ranked by sentiment beta outperform those in the bottom decile by 0.59% per month on a risk-adjusted basis, with the spread being larger among skilled funds. We also find that about 10% of hedge funds have sentiment timing skill that positively correlates with fund sentiment beta and contributes to fund performance. Our findings show that skilled hedge funds can earn high returns by predicting and exploiting sentiment changes rather than betting against mispricing. "
jofi.13026.txt,2021/8/1,"Using data on $18 trillion of assets under management, we show that actively managed institutional accounts outperformed strategy benchmarks by 75 (31) bps on a gross (net) basis during the period 2000 to 2012. Estimates from a Sharpe model imply that asset managers¡¯ outperformance came from factor exposures. If institutions had instead implemented mean-variance effiient portfolios using index and institutional mutual funds available during the sample period, they would not have earned higher Sharpe ratios. Our results are consistent with the average asset manager having skill, managers competing for institutional capital, and institutions engaging in costly search to identify skilled managers. "
jofi.13028.txt,2021/8/1,"Based on a survey of American Finance Association members, we analyze how demographics, time allocation, production mechanisms, and institutional factors affect research production during the pandemic. Consistent with the literature, research productivity falls more for women and faculty with young children. Independently, and novel, extra time spent on teaching (much more likely for women) negatively affects research productivity. Also novel, concerns about feedback, isolation, and health have large negative research effects, which disproportionately affect junior faculty and PhD students. Finally, faculty who express greater concerns about employers¡¯ finances report larger negative research effects and more concerns about feedback, isolation, and health. "
jofi.13031.txt,2021/10/1,"We estimate real losses arising from the cross-sectional misallocation of financial liabilities. Extending a production-based framework of misallocation measurement to the liabilities side of the balance sheet and using manufacturing firm data from the United States and China, we find signifiant misallocation of debt and equity in China but not the United States. Reallocating liabilities of firms in China to mimic U.S. effiiency would produce gains of 51% to 69% in real value-added, with only 17% to 21% stemming from ineffiient debt-equity combinations. For Chinese firms that are large or in developed cities, we estimate lower distortionary financing costs. "
jofi.13032.txt,2021/10/1,"We examine the effects of physiology and spiritual sentiment on economic decisionmaking in the context of Ramadan, an entire lunar month of daily fasting and increased spiritual reflection in the Muslim faith. Using an administrative data set of bank loans originated in Turkey during 2003 to 2013, we find that small business loans originated during Ramadan are 15% more likely to default within two years of origination. Loans originated in hot Ramadans, when adverse physiological effects of fasting are greatest, and those approved by the busiest bank branches perform worse. Despite their worse performance, Ramadan loans have lower credit spreads. "
jofi.13033.txt,2021/10/1,"We provide an easy method to identify marketable retail purchases and sales using recent, publicly available U.S. equity transactions data. Individual stocks with net buying by retail investors outperform stocks with negative imbalances by approximately 10 bps over the following week. Less than half of the predictive power of marketable retail order imbalance is attributable to order flow persistence, while the rest cannot be explained by contrarian trading (proxy for liquidity provision) or public news sentiment. There is suggestive, but only suggestive, evidence that retail marketable orders might contain firm-level information that is not yet incorporated into prices. "
jofi.13034.txt,2021/10/1,"We propose a new model of trading in over-the-counter markets. Dealers accumulate inventories by trading with end-investors and trade among each other to reduce their inventory holding costs. Core dealers use a more effiient trading technology than peripheral dealers, who are heterogeneously connected to core dealers and trade with each other bilaterally. Connectedness affects prices and allocations if and only if the peripheral dealers¡¯ aggregate inventory position differs from zero. Price dispersion increases in the size of this position. The model generates new predictions about the effects of dealers¡¯ connectedness and dealers¡¯ aggregate inventories on prices. "
jofi.13035.txt,2021/10/1,"The equity term structure is downward sloping at long maturities. I estimate an Intertemporal Capital Asset Pricing Model (ICAPM) to show that the trade-off between market and reinvestment risk explains this pattern. Intuitively, while long-term dividend claims are highly exposed to market risk, they are good hedges for reinvestment risk because dividend prices rise as expected returns decline, and longer-term claims are more sensitive to discount rates. In the estimated ICAPM, reinvestment risk dominates at long maturities, inducing relatively low risk premia on long-term dividend claims. The model is also consistent with the equity term structure cyclicality and the upward-sloping bond term structure. "
jofi.13036.txt,2021/10/1,"Suppose that the 300+ published asset pricing factors are all spurious. How much p-hacking is required to produce these factors? If 10,000 researchers generate eight factors every day, it takes hundreds of years. This is because dozens of published tstatistics exceed 6.0, while the corresponding p-value is infinitesimal, implying an astronomical amount of p-hacking in a general model. More structure implies that p-hacking cannot address â‰?00 published t-statistics that exceed 4.0, as they require an implausibly nonlinear preference for t-statistics or even more p-hacking. These results imply that mispricing, risk, and/or frictions have a key role in stock returns. "
jofi.13055.txt,2021/10/1,"We present a simple, linear asset pricing model of the cross section of MortgageBacked Security (MBS) returns. MBS earn risk premia as compensation for their exposure to prepayment risk. We measure prepayment risk and estimate risk loadings using prepayment forecasts versus realizations. Estimated loadings on prepayment risk decrease monotonically in securities¡¯ coupons relative to the par coupon, consistent with the predicted effect of prepayment on bond value. Prepayment risk appears to be priced by specialized MBS investors. The price of prepayment risk changes sign over time with the sign of a representative MBS investor¡®s exposure to prepayment shocks. "
jofi.13056.txt,2021/10/1,"We study mortgage design features aimed at stabilizing the macroeconomy. We model overlapping generations of borrowers and an infinitely lived risk-averse representative lender. Mortgages are priced using an equilibrium pricing kernel derived from the lender¡®s endogenous consumption. We consider an adjustable-rate mortgage with an option that during recessions allows borrowers to pay only interest on their loan and extend its maturity. The option stabilizes consumption growth over the business cycle, shifts defaults to expansions, and enhances welfare. The cyclical properties of the contract are attractive to a risk-averse lender so that the mortgage can be provided at a relatively low cost. "
jofi.13057.txt,2021/10/1,"Many cities have attracted a flurry of out-of-town (OOT) home buyers. Such capital inflows affect house prices, rents, construction, labor income, wealth, and ultimately welfare. We develop an equilibrium model to quantify the welfare effects of OOT home buyers for the typical U.S. metropolitan area. When OOT investors buy 10% of the housing in the city center and 5% in the suburbs, welfare among residents falls by 0.61% in consumption-equivalent units. House prices and rents rise substantially, resulting in welfare gains for owners and losses for renters. Policies that tax OOT buyers or mandate renting out vacant property mitigate welfare losses. "
jofi.13058.txt,2021/10/1,"We study the effect of a change in property rights on employee behavior in the financial advice industry. Our identifiation comes from staggered firm-level entry into the Protocol for Broker Recruiting, which waived nonsolicitation clauses for advisor transitions among member firms, effectively transferring ownership of client relationships from the firm to the advisor. After the shock, advisors appear to tend to client relationships more by investing in client-facing industry licenses, shifting to fee-based advising, and reducing customer complaints. Our findings support property rights based investment theories of the firm and document offsetting costs to restricting labor mobility. "
jofi.13059.txt,2021/10/1,"We hypothesize that investors partially think about stock price changes in dollar rather than percentage units, leading to more extreme return responses to news for lower-priced stocks. Consistent with such non-proportional thinking, we find a doubling in price is associated with a 20% to 30% decline in volatility and beta (controlling for size/liquidity). To identify a causal price effect, we show that volatility jumps following stock splits and drops following reverse splits. Lower-priced stocks also respond more strongly to firm-specifi news. Non-proportional thinking helps explain asset pricing patterns such as the size-volatility/beta relation, the leverage effect puzzle, and return drift and reversals. "
